Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_FieldID,Metadata_plate_map_name,Metadata_broad_sample,Metadata_genes,Metadata_pert_type,Metadata_control_type,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_experiment_condition,Metadata_replicate_id,Metadata_negcon_control_type,Metadata_target_sequence,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_target,Metadata_pert_iname,Metadata_pubchem_cid,Metadata_InChIKey,Metadata_gene,Metadata_negcon_or_other,Metadata_negcon_control_type_trimmed,FileName_OrigRNA,FileName_OrigER,FileName_OrigAGP,FileName_OrigMito,FileName_OrigBrightfield,FileName_OrigHighZBF,FileName_OrigLowZBF,FileName_OrigDNA
2020_11_04_CPJUMP1,BR00117024,C11,1,1,C-7210-01-CMP-013,BRD-K69877120-001-01-7,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,1.753,5,DMSO,S1PR4,CYM-50260,44620894,FHPOTBQOUBMMCI-UHFFFAOYSA-N,NA,pert,NA,r03c11f01p01-ch3sk1fk1fl1.tiff,r03c11f01p01-ch4sk1fk1fl1.tiff,r03c11f01p01-ch2sk1fk1fl1.tiff,r03c11f01p01-ch1sk1fk1fl1.tiff,r03c11f01p01-ch8sk1fk1fl1.tiff,r03c11f01p01-ch6sk1fk1fl1.tiff,r03c11f01p01-ch7sk1fk1fl1.tiff,r03c11f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C12,1,1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r03c12f01p01-ch3sk1fk1fl1.tiff,r03c12f01p01-ch4sk1fk1fl1.tiff,r03c12f01p01-ch2sk1fk1fl1.tiff,r03c12f01p01-ch1sk1fk1fl1.tiff,r03c12f01p01-ch8sk1fk1fl1.tiff,r03c12f01p01-ch6sk1fk1fl1.tiff,r03c12f01p01-ch7sk1fk1fl1.tiff,r03c12f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C13,1,1,C-7210-01-CMP-013,BRD-K90747162-001-01-4,NA,control,poscon_cp,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,2.2972,5,DMSO,FLT3,KG-5,53328059,CMYHZFCJPORPHY-UHFFFAOYSA-N,NA,pert,NA,r03c13f01p01-ch3sk1fk1fl1.tiff,r03c13f01p01-ch4sk1fk1fl1.tiff,r03c13f01p01-ch2sk1fk1fl1.tiff,r03c13f01p01-ch1sk1fk1fl1.tiff,r03c13f01p01-ch8sk1fk1fl1.tiff,r03c13f01p01-ch6sk1fk1fl1.tiff,r03c13f01p01-ch7sk1fk1fl1.tiff,r03c13f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C14,1,1,C-7210-01-CMP-013,BRD-K81405859-300-01-4,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,2.9868,5,DMSO,TNF,JTE-607,9938545,IPSSXIMJJXSJQB-FQEVSTJZSA-N,NA,pert,NA,r03c14f01p01-ch3sk1fk1fl1.tiff,r03c14f01p01-ch4sk1fk1fl1.tiff,r03c14f01p01-ch2sk1fk1fl1.tiff,r03c14f01p01-ch1sk1fk1fl1.tiff,r03c14f01p01-ch8sk1fk1fl1.tiff,r03c14f01p01-ch6sk1fk1fl1.tiff,r03c14f01p01-ch7sk1fk1fl1.tiff,r03c14f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C15,1,1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r03c15f01p01-ch3sk1fk1fl1.tiff,r03c15f01p01-ch4sk1fk1fl1.tiff,r03c15f01p01-ch2sk1fk1fl1.tiff,r03c15f01p01-ch1sk1fk1fl1.tiff,r03c15f01p01-ch8sk1fk1fl1.tiff,r03c15f01p01-ch6sk1fk1fl1.tiff,r03c15f01p01-ch7sk1fk1fl1.tiff,r03c15f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C16,1,1,C-7210-01-CMP-013,BRD-K51662849-001-05-4,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,1.9423,5,DMSO,MMP2,ilomastat,132519,NITYDPDXAAFEIT-DYVFJYSZSA-N,NA,pert,NA,r03c16f01p01-ch3sk1fk1fl1.tiff,r03c16f01p01-ch4sk1fk1fl1.tiff,r03c16f01p01-ch2sk1fk1fl1.tiff,r03c16f01p01-ch1sk1fk1fl1.tiff,r03c16f01p01-ch8sk1fk1fl1.tiff,r03c16f01p01-ch6sk1fk1fl1.tiff,r03c16f01p01-ch7sk1fk1fl1.tiff,r03c16f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C17,1,1,C-7210-01-CMP-013,BRD-A65597028-003-08-1,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,1.3457,4.971,DMSO,ADRA2B,RX-821002,108094,HQGWKNGAKBPTBX-UHFFFAOYSA-N,NA,pert,NA,r03c17f01p01-ch3sk1fk1fl1.tiff,r03c17f01p01-ch4sk1fk1fl1.tiff,r03c17f01p01-ch2sk1fk1fl1.tiff,r03c17f01p01-ch1sk1fk1fl1.tiff,r03c17f01p01-ch8sk1fk1fl1.tiff,r03c17f01p01-ch6sk1fk1fl1.tiff,r03c17f01p01-ch7sk1fk1fl1.tiff,r03c17f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C18,1,1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r03c18f01p01-ch3sk1fk1fl1.tiff,r03c18f01p01-ch4sk1fk1fl1.tiff,r03c18f01p01-ch2sk1fk1fl1.tiff,r03c18f01p01-ch1sk1fk1fl1.tiff,r03c18f01p01-ch8sk1fk1fl1.tiff,r03c18f01p01-ch6sk1fk1fl1.tiff,r03c18f01p01-ch7sk1fk1fl1.tiff,r03c18f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C19,1,1,C-7210-01-CMP-013,BRD-K24282351-001-01-4,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,1.822,5,DMSO,FFAR4,TUG-891,57522038,LPGBXHWIQNZEJB-UHFFFAOYSA-N,NA,pert,NA,r03c19f01p01-ch3sk1fk1fl1.tiff,r03c19f01p01-ch4sk1fk1fl1.tiff,r03c19f01p01-ch2sk1fk1fl1.tiff,r03c19f01p01-ch1sk1fk1fl1.tiff,r03c19f01p01-ch8sk1fk1fl1.tiff,r03c19f01p01-ch6sk1fk1fl1.tiff,r03c19f01p01-ch7sk1fk1fl1.tiff,r03c19f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C20,1,1,C-7210-01-CMP-013,BRD-K44227013-001-08-0,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,2.6628,5,DMSO,LYN,ponatinib,24826799,PHXJVRSECIGDHY-UHFFFAOYSA-N,NA,pert,NA,r03c20f01p01-ch3sk1fk1fl1.tiff,r03c20f01p01-ch4sk1fk1fl1.tiff,r03c20f01p01-ch2sk1fk1fl1.tiff,r03c20f01p01-ch1sk1fk1fl1.tiff,r03c20f01p01-ch8sk1fk1fl1.tiff,r03c20f01p01-ch6sk1fk1fl1.tiff,r03c20f01p01-ch7sk1fk1fl1.tiff,r03c20f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C21,1,1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r03c21f01p01-ch3sk1fk1fl1.tiff,r03c21f01p01-ch4sk1fk1fl1.tiff,r03c21f01p01-ch2sk1fk1fl1.tiff,r03c21f01p01-ch1sk1fk1fl1.tiff,r03c21f01p01-ch8sk1fk1fl1.tiff,r03c21f01p01-ch6sk1fk1fl1.tiff,r03c21f01p01-ch7sk1fk1fl1.tiff,r03c21f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C22,1,1,C-7210-01-CMP-013,BRD-K01824976-300-02-9,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,2.7222,5,DMSO,RPL23A,puromycin,5702164,RXWNCPJZOCPEPQ-DYKMBDCPSA-N,NA,pert,NA,r03c22f01p01-ch3sk1fk1fl1.tiff,r03c22f01p01-ch4sk1fk1fl1.tiff,r03c22f01p01-ch2sk1fk1fl1.tiff,r03c22f01p01-ch1sk1fk1fl1.tiff,r03c22f01p01-ch8sk1fk1fl1.tiff,r03c22f01p01-ch6sk1fk1fl1.tiff,r03c22f01p01-ch7sk1fk1fl1.tiff,r03c22f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C23,1,1,C-7210-01-CMP-013,BRD-K50495309-001-02-0,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,1.867,5,DMSO,CSK,SRC-kinase-inhibitor-I,1474853,DMWVGXGXHPOEPT-UHFFFAOYSA-N,NA,pert,NA,r03c23f01p01-ch3sk1fk1fl1.tiff,r03c23f01p01-ch4sk1fk1fl1.tiff,r03c23f01p01-ch2sk1fk1fl1.tiff,r03c23f01p01-ch1sk1fk1fl1.tiff,r03c23f01p01-ch8sk1fk1fl1.tiff,r03c23f01p01-ch6sk1fk1fl1.tiff,r03c23f01p01-ch7sk1fk1fl1.tiff,r03c23f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,C24,1,1,C-7210-01-CMP-013,BRD-K59058747-001-19-1,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,0.81597,5,DMSO,SLC7A11,acetylcysteine,12035,PWKSKIMOESPYIA-BYPYZUCNSA-N,NA,pert,NA,r03c24f01p01-ch3sk1fk1fl1.tiff,r03c24f01p01-ch4sk1fk1fl1.tiff,r03c24f01p01-ch2sk1fk1fl1.tiff,r03c24f01p01-ch1sk1fk1fl1.tiff,r03c24f01p01-ch8sk1fk1fl1.tiff,r03c24f01p01-ch6sk1fk1fl1.tiff,r03c24f01p01-ch7sk1fk1fl1.tiff,r03c24f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,D01,1,1,C-7210-01-CMP-013,BRD-K62949423-001-03-1,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,1.3567,5,DMSO,CDK4,NSC-625987,3004085,KFAKESMKRPNZTM-UHFFFAOYSA-N,NA,pert,NA,r04c01f01p01-ch3sk1fk1fl1.tiff,r04c01f01p01-ch4sk1fk1fl1.tiff,r04c01f01p01-ch2sk1fk1fl1.tiff,r04c01f01p01-ch1sk1fk1fl1.tiff,r04c01f01p01-ch8sk1fk1fl1.tiff,r04c01f01p01-ch6sk1fk1fl1.tiff,r04c01f01p01-ch7sk1fk1fl1.tiff,r04c01f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117024,D02,1,1,C-7210-01-CMP-013,BRD-K22482860-001-20-6,NA,trt,NA,BR00117024,C-7210-01-CMP-013,U2OS,24,Compound,Standard,2,NA,NA,0.47057,5,DMSO,KCNH7,dalfampridine,1727,NUKYPUAOHBNCPY-UHFFFAOYSA-N,NA,pert,NA,r04c02f01p01-ch3sk1fk1fl1.tiff,r04c02f01p01-ch4sk1fk1fl1.tiff,r04c02f01p01-ch2sk1fk1fl1.tiff,r04c02f01p01-ch1sk1fk1fl1.tiff,r04c02f01p01-ch8sk1fk1fl1.tiff,r04c02f01p01-ch6sk1fk1fl1.tiff,r04c02f01p01-ch7sk1fk1fl1.tiff,r04c02f01p01-ch5sk1fk1fl1.tiff
