Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_FieldID,Metadata_Row,Metadata_Col,Metadata_plate_map_name,Metadata_broad_sample,Metadata_genes,Metadata_pert_type,Metadata_control_type,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_experiment_condition,Metadata_replicate_id,Metadata_negcon_control_type,Metadata_target_sequence,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_target,Metadata_pert_iname,Metadata_pubchem_cid,Metadata_InChIKey,Metadata_gene,Metadata_negcon_or_other,Metadata_negcon_control_type_trimmed,FileName_OrigRNA,FileName_OrigER,FileName_OrigAGP,FileName_OrigMito,FileName_OrigBrightfield,FileName_OrigHighZBF,FileName_OrigLowZBF,FileName_OrigDNA
2020_11_04_CPJUMP1,BR00117010,A01,1,1,1,1,C-7210-01-CMP-013,BRD-A86665761-001-01-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.6469,5,DMSO,CACNB4,gabapentin-enacarbil,9883933,TZDUHAJSIBHXDL-UHFFFAOYSA-N,NA,pert,NA,r01c01f01p01-ch3sk1fk1fl1.tiff,r01c01f01p01-ch4sk1fk1fl1.tiff,r01c01f01p01-ch2sk1fk1fl1.tiff,r01c01f01p01-ch1sk1fk1fl1.tiff,r01c01f01p01-ch8sk1fk1fl1.tiff,r01c01f01p01-ch6sk1fk1fl1.tiff,r01c01f01p01-ch7sk1fk1fl1.tiff,r01c01f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A02,1,1,1,2,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r01c02f01p01-ch3sk1fk1fl1.tiff,r01c02f01p01-ch4sk1fk1fl1.tiff,r01c02f01p01-ch2sk1fk1fl1.tiff,r01c02f01p01-ch1sk1fk1fl1.tiff,r01c02f01p01-ch8sk1fk1fl1.tiff,r01c02f01p01-ch6sk1fk1fl1.tiff,r01c02f01p01-ch7sk1fk1fl1.tiff,r01c02f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A03,1,1,1,3,C-7210-01-CMP-013,BRD-A22032524-074-09-9,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.8353,5,DMSO,CACNA2D3,amlodipine,2162,HTIQEAQVCYTUBX-UHFFFAOYSA-N,NA,pert,NA,r01c03f01p01-ch3sk1fk1fl1.tiff,r01c03f01p01-ch4sk1fk1fl1.tiff,r01c03f01p01-ch2sk1fk1fl1.tiff,r01c03f01p01-ch1sk1fk1fl1.tiff,r01c03f01p01-ch8sk1fk1fl1.tiff,r01c03f01p01-ch6sk1fk1fl1.tiff,r01c03f01p01-ch7sk1fk1fl1.tiff,r01c03f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A04,1,1,1,4,C-7210-01-CMP-013,BRD-A01078468-001-14-8,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.3518,5,DMSO,AKR1C1,hexestrol,3606,PBBGSZCBWVPOOL-UHFFFAOYSA-N,NA,pert,NA,r01c04f01p01-ch3sk1fk1fl1.tiff,r01c04f01p01-ch4sk1fk1fl1.tiff,r01c04f01p01-ch2sk1fk1fl1.tiff,r01c04f01p01-ch1sk1fk1fl1.tiff,r01c04f01p01-ch8sk1fk1fl1.tiff,r01c04f01p01-ch6sk1fk1fl1.tiff,r01c04f01p01-ch7sk1fk1fl1.tiff,r01c04f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A05,1,1,1,5,C-7210-01-CMP-013,BRD-K48278478-001-01-2,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.6221,5,DMSO,KCNN4,quinine,94175,LOUPRKONTZGTKE-AFHBHXEDSA-N,NA,pert,NA,r01c05f01p01-ch3sk1fk1fl1.tiff,r01c05f01p01-ch4sk1fk1fl1.tiff,r01c05f01p01-ch2sk1fk1fl1.tiff,r01c05f01p01-ch1sk1fk1fl1.tiff,r01c05f01p01-ch8sk1fk1fl1.tiff,r01c05f01p01-ch6sk1fk1fl1.tiff,r01c05f01p01-ch7sk1fk1fl1.tiff,r01c05f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A06,1,1,1,6,C-7210-01-CMP-013,BRD-K36574127-001-01-3,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.1422,5,DMSO,NTRK1,LOXO-101,46188928,NYNZQNWKBKUAII-KBXCAEBGSA-N,NA,pert,NA,r01c06f01p01-ch3sk1fk1fl1.tiff,r01c06f01p01-ch4sk1fk1fl1.tiff,r01c06f01p01-ch2sk1fk1fl1.tiff,r01c06f01p01-ch1sk1fk1fl1.tiff,r01c06f01p01-ch8sk1fk1fl1.tiff,r01c06f01p01-ch6sk1fk1fl1.tiff,r01c06f01p01-ch7sk1fk1fl1.tiff,r01c06f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A07,1,1,1,7,C-7210-01-CMP-013,BRD-K74913225-001-14-0,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.9175,5,DMSO,CA5A,brinzolamide,68844,HCRKCZRJWPKOAR-JTQLQIEISA-N,NA,pert,NA,r01c07f01p01-ch3sk1fk1fl1.tiff,r01c07f01p01-ch4sk1fk1fl1.tiff,r01c07f01p01-ch2sk1fk1fl1.tiff,r01c07f01p01-ch1sk1fk1fl1.tiff,r01c07f01p01-ch8sk1fk1fl1.tiff,r01c07f01p01-ch6sk1fk1fl1.tiff,r01c07f01p01-ch7sk1fk1fl1.tiff,r01c07f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A08,1,1,1,8,C-7210-01-CMP-013,BRD-K94342292-001-01-3,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.5562,5,DMSO,KCNMA1,NS-11021,24825677,MDKAFDIKYQMOMF-UHFFFAOYSA-N,NA,pert,NA,r01c08f01p01-ch3sk1fk1fl1.tiff,r01c08f01p01-ch4sk1fk1fl1.tiff,r01c08f01p01-ch2sk1fk1fl1.tiff,r01c08f01p01-ch1sk1fk1fl1.tiff,r01c08f01p01-ch8sk1fk1fl1.tiff,r01c08f01p01-ch6sk1fk1fl1.tiff,r01c08f01p01-ch7sk1fk1fl1.tiff,r01c08f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A09,1,1,1,9,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r01c09f01p01-ch3sk1fk1fl1.tiff,r01c09f01p01-ch4sk1fk1fl1.tiff,r01c09f01p01-ch2sk1fk1fl1.tiff,r01c09f01p01-ch1sk1fk1fl1.tiff,r01c09f01p01-ch8sk1fk1fl1.tiff,r01c09f01p01-ch6sk1fk1fl1.tiff,r01c09f01p01-ch7sk1fk1fl1.tiff,r01c09f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A10,1,1,1,10,C-7210-01-CMP-013,BRD-K19975102-001-01-2,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.6775,5,DMSO,NTRK1,GNF-5837,59397065,YYDUWLSETXNJJT-MTJSOVHGSA-N,NA,pert,NA,r01c10f01p01-ch3sk1fk1fl1.tiff,r01c10f01p01-ch4sk1fk1fl1.tiff,r01c10f01p01-ch2sk1fk1fl1.tiff,r01c10f01p01-ch1sk1fk1fl1.tiff,r01c10f01p01-ch8sk1fk1fl1.tiff,r01c10f01p01-ch6sk1fk1fl1.tiff,r01c10f01p01-ch7sk1fk1fl1.tiff,r01c10f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A11,1,1,1,11,C-7210-01-CMP-013,BRD-K25244359-066-02-6,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.4679,5,DMSO,CSK,apatinib,11315474,WPEWQEMJFLWMLV-UHFFFAOYSA-N,NA,pert,NA,r01c11f01p01-ch3sk1fk1fl1.tiff,r01c11f01p01-ch4sk1fk1fl1.tiff,r01c11f01p01-ch2sk1fk1fl1.tiff,r01c11f01p01-ch1sk1fk1fl1.tiff,r01c11f01p01-ch8sk1fk1fl1.tiff,r01c11f01p01-ch6sk1fk1fl1.tiff,r01c11f01p01-ch7sk1fk1fl1.tiff,r01c11f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A12,1,1,1,12,C-7210-01-CMP-013,BRD-K18131774-001-18-4,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.2916,5,DMSO,CA5A,ethoxzolamide,3295,OUZWUKMCLIBBOG-UHFFFAOYSA-N,NA,pert,NA,r01c12f01p01-ch3sk1fk1fl1.tiff,r01c12f01p01-ch4sk1fk1fl1.tiff,r01c12f01p01-ch2sk1fk1fl1.tiff,r01c12f01p01-ch1sk1fk1fl1.tiff,r01c12f01p01-ch8sk1fk1fl1.tiff,r01c12f01p01-ch6sk1fk1fl1.tiff,r01c12f01p01-ch7sk1fk1fl1.tiff,r01c12f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A13,1,1,1,13,C-7210-01-CMP-013,BRD-A85242401-001-11-5,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,0.88062,5,DMSO,P3H1,ascorbic-acid,9888239,KRGQEOSDQHTZMX-IGCYCDGOSA-N,NA,pert,NA,r01c13f01p01-ch3sk1fk1fl1.tiff,r01c13f01p01-ch4sk1fk1fl1.tiff,r01c13f01p01-ch2sk1fk1fl1.tiff,r01c13f01p01-ch1sk1fk1fl1.tiff,r01c13f01p01-ch8sk1fk1fl1.tiff,r01c13f01p01-ch6sk1fk1fl1.tiff,r01c13f01p01-ch7sk1fk1fl1.tiff,r01c13f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A14,1,1,1,14,C-7210-01-CMP-013,BRD-K06426971-001-02-7,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.4217,5,DMSO,CDK4,ryuvidine,481747,HFPLHASLIOXVGS-UHFFFAOYSA-N,NA,pert,NA,r01c14f01p01-ch3sk1fk1fl1.tiff,r01c14f01p01-ch4sk1fk1fl1.tiff,r01c14f01p01-ch2sk1fk1fl1.tiff,r01c14f01p01-ch1sk1fk1fl1.tiff,r01c14f01p01-ch8sk1fk1fl1.tiff,r01c14f01p01-ch6sk1fk1fl1.tiff,r01c14f01p01-ch7sk1fk1fl1.tiff,r01c14f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A15,1,1,1,15,C-7210-01-CMP-013,BRD-K47049295-300-03-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.5325,5,DMSO,OPRL1,BAN-ORL-24,10296561,MAKMQGKJURAJEN-RUZDIDTESA-N,NA,pert,NA,r01c15f01p01-ch3sk1fk1fl1.tiff,r01c15f01p01-ch4sk1fk1fl1.tiff,r01c15f01p01-ch2sk1fk1fl1.tiff,r01c15f01p01-ch1sk1fk1fl1.tiff,r01c15f01p01-ch8sk1fk1fl1.tiff,r01c15f01p01-ch6sk1fk1fl1.tiff,r01c15f01p01-ch7sk1fk1fl1.tiff,r01c15f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A16,1,1,1,16,C-7210-01-CMP-013,BRD-K78122587-300-04-3,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.8228,5,DMSO,CATSPER4,NNC-55-0396,9957280,VHHVPDKNKPNKHY-JDXGNMNLSA-N,NA,pert,NA,r01c16f01p01-ch3sk1fk1fl1.tiff,r01c16f01p01-ch4sk1fk1fl1.tiff,r01c16f01p01-ch2sk1fk1fl1.tiff,r01c16f01p01-ch1sk1fk1fl1.tiff,r01c16f01p01-ch8sk1fk1fl1.tiff,r01c16f01p01-ch6sk1fk1fl1.tiff,r01c16f01p01-ch7sk1fk1fl1.tiff,r01c16f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A17,1,1,1,17,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r01c17f01p01-ch3sk1fk1fl1.tiff,r01c17f01p01-ch4sk1fk1fl1.tiff,r01c17f01p01-ch2sk1fk1fl1.tiff,r01c17f01p01-ch1sk1fk1fl1.tiff,r01c17f01p01-ch8sk1fk1fl1.tiff,r01c17f01p01-ch6sk1fk1fl1.tiff,r01c17f01p01-ch7sk1fk1fl1.tiff,r01c17f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A18,1,1,1,18,C-7210-01-CMP-013,BRD-K50199947-001-03-4,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.8433,5,DMSO,LCK,WH-4-023,11844351,NBTNHSGBRGTFJS-UHFFFAOYSA-N,NA,pert,NA,r01c18f01p01-ch3sk1fk1fl1.tiff,r01c18f01p01-ch4sk1fk1fl1.tiff,r01c18f01p01-ch2sk1fk1fl1.tiff,r01c18f01p01-ch1sk1fk1fl1.tiff,r01c18f01p01-ch8sk1fk1fl1.tiff,r01c18f01p01-ch6sk1fk1fl1.tiff,r01c18f01p01-ch7sk1fk1fl1.tiff,r01c18f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A19,1,1,1,19,C-7210-01-CMP-013,BRD-K50720187-051-03-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.102,5,DMSO,KCNQ2,flupirtine,53276,JUUFBMODXQKSTD-UHFFFAOYSA-N,NA,pert,NA,r01c19f01p01-ch3sk1fk1fl1.tiff,r01c19f01p01-ch4sk1fk1fl1.tiff,r01c19f01p01-ch2sk1fk1fl1.tiff,r01c19f01p01-ch1sk1fk1fl1.tiff,r01c19f01p01-ch8sk1fk1fl1.tiff,r01c19f01p01-ch6sk1fk1fl1.tiff,r01c19f01p01-ch7sk1fk1fl1.tiff,r01c19f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A20,1,1,1,20,C-7210-01-CMP-013,BRD-K91825936-001-03-9,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.1745,5,DMSO,CCR1,ZK811752,512282,XQYASZNUFDVMFH-CQSZACIVSA-N,NA,pert,NA,r01c20f01p01-ch3sk1fk1fl1.tiff,r01c20f01p01-ch4sk1fk1fl1.tiff,r01c20f01p01-ch2sk1fk1fl1.tiff,r01c20f01p01-ch1sk1fk1fl1.tiff,r01c20f01p01-ch8sk1fk1fl1.tiff,r01c20f01p01-ch6sk1fk1fl1.tiff,r01c20f01p01-ch7sk1fk1fl1.tiff,r01c20f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A21,1,1,1,21,C-7210-01-CMP-013,BRD-K38775274-001-22-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.9623,5,DMSO,ANXA1,dexamethasone,5743,UREBDLICKHMUKA-CXSFZGCWSA-N,NA,pert,NA,r01c21f01p01-ch3sk1fk1fl1.tiff,r01c21f01p01-ch4sk1fk1fl1.tiff,r01c21f01p01-ch2sk1fk1fl1.tiff,r01c21f01p01-ch1sk1fk1fl1.tiff,r01c21f01p01-ch8sk1fk1fl1.tiff,r01c21f01p01-ch6sk1fk1fl1.tiff,r01c21f01p01-ch7sk1fk1fl1.tiff,r01c21f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A22,1,1,1,22,C-7210-01-CMP-013,BRD-K47598052-001-14-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.4068,5,DMSO,HCK,PP-1,1400,ZVPDNRVYHLRXLX-UHFFFAOYSA-N,NA,pert,NA,r01c22f01p01-ch3sk1fk1fl1.tiff,r01c22f01p01-ch4sk1fk1fl1.tiff,r01c22f01p01-ch2sk1fk1fl1.tiff,r01c22f01p01-ch1sk1fk1fl1.tiff,r01c22f01p01-ch8sk1fk1fl1.tiff,r01c22f01p01-ch6sk1fk1fl1.tiff,r01c22f01p01-ch7sk1fk1fl1.tiff,r01c22f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A23,1,1,1,23,C-7210-01-CMP-013,BRD-K61845293-300-01-9,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,3.1275,5,DMSO,DDR2,DDR1-IN-1,72836888,AOZPVMOOEJAZGK-UHFFFAOYSA-N,NA,pert,NA,r01c23f01p01-ch3sk1fk1fl1.tiff,r01c23f01p01-ch4sk1fk1fl1.tiff,r01c23f01p01-ch2sk1fk1fl1.tiff,r01c23f01p01-ch1sk1fk1fl1.tiff,r01c23f01p01-ch8sk1fk1fl1.tiff,r01c23f01p01-ch6sk1fk1fl1.tiff,r01c23f01p01-ch7sk1fk1fl1.tiff,r01c23f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,A24,1,1,1,24,C-7210-01-CMP-013,BRD-K87782578-001-01-4,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.1172,5,DMSO,BTK,AVL-292,59174488,KXBDTLQSDKGAEB-UHFFFAOYSA-N,NA,pert,NA,r01c24f01p01-ch3sk1fk1fl1.tiff,r01c24f01p01-ch4sk1fk1fl1.tiff,r01c24f01p01-ch2sk1fk1fl1.tiff,r01c24f01p01-ch1sk1fk1fl1.tiff,r01c24f01p01-ch8sk1fk1fl1.tiff,r01c24f01p01-ch6sk1fk1fl1.tiff,r01c24f01p01-ch7sk1fk1fl1.tiff,r01c24f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B01,1,1,2,1,C-7210-01-CMP-013,BRD-K26439554-001-01-3,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.0216,5,DMSO,LPAR1,H2L-5765834,1365686,HFYPTENHTPNXGP-UHFFFAOYSA-N,NA,pert,NA,r02c01f01p01-ch3sk1fk1fl1.tiff,r02c01f01p01-ch4sk1fk1fl1.tiff,r02c01f01p01-ch2sk1fk1fl1.tiff,r02c01f01p01-ch1sk1fk1fl1.tiff,r02c01f01p01-ch8sk1fk1fl1.tiff,r02c01f01p01-ch6sk1fk1fl1.tiff,r02c01f01p01-ch7sk1fk1fl1.tiff,r02c01f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B02,1,1,2,2,C-7210-01-CMP-013,BRD-K58049875-001-03-9,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,8.3244,5,DMSO,FOXM1,thiostrepton,16154490,NSFFHOGKXHRQEW-AIHSUZKVSA-N,NA,pert,NA,r02c02f01p01-ch3sk1fk1fl1.tiff,r02c02f01p01-ch4sk1fk1fl1.tiff,r02c02f01p01-ch2sk1fk1fl1.tiff,r02c02f01p01-ch1sk1fk1fl1.tiff,r02c02f01p01-ch8sk1fk1fl1.tiff,r02c02f01p01-ch6sk1fk1fl1.tiff,r02c02f01p01-ch7sk1fk1fl1.tiff,r02c02f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B03,1,1,2,3,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r02c03f01p01-ch3sk1fk1fl1.tiff,r02c03f01p01-ch4sk1fk1fl1.tiff,r02c03f01p01-ch2sk1fk1fl1.tiff,r02c03f01p01-ch1sk1fk1fl1.tiff,r02c03f01p01-ch8sk1fk1fl1.tiff,r02c03f01p01-ch6sk1fk1fl1.tiff,r02c03f01p01-ch7sk1fk1fl1.tiff,r02c03f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B04,1,1,2,4,C-7210-01-CMP-013,BRD-K72726508-001-02-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.6266,5,DMSO,CCND1,arcyriaflavin-a,5327723,KAJXOWFGKYKMMZ-UHFFFAOYSA-N,NA,pert,NA,r02c04f01p01-ch3sk1fk1fl1.tiff,r02c04f01p01-ch4sk1fk1fl1.tiff,r02c04f01p01-ch2sk1fk1fl1.tiff,r02c04f01p01-ch1sk1fk1fl1.tiff,r02c04f01p01-ch8sk1fk1fl1.tiff,r02c04f01p01-ch6sk1fk1fl1.tiff,r02c04f01p01-ch7sk1fk1fl1.tiff,r02c04f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B05,1,1,2,5,C-7210-01-CMP-013,BRD-K29151923-001-01-5,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.727,5,DMSO,S1PR2,CYM-5520,25110470,FMYGNANMYYHBSU-UHFFFAOYSA-N,NA,pert,NA,r02c05f01p01-ch3sk1fk1fl1.tiff,r02c05f01p01-ch4sk1fk1fl1.tiff,r02c05f01p01-ch2sk1fk1fl1.tiff,r02c05f01p01-ch1sk1fk1fl1.tiff,r02c05f01p01-ch8sk1fk1fl1.tiff,r02c05f01p01-ch6sk1fk1fl1.tiff,r02c05f01p01-ch7sk1fk1fl1.tiff,r02c05f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B06,1,1,2,6,C-7210-01-CMP-013,BRD-K66788707-001-14-3,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.4262,5,DMSO,ADA,fludarabine,657237,HBUBKKRHXORPQB-FJFJXFQQSA-N,NA,pert,NA,r02c06f01p01-ch3sk1fk1fl1.tiff,r02c06f01p01-ch4sk1fk1fl1.tiff,r02c06f01p01-ch2sk1fk1fl1.tiff,r02c06f01p01-ch1sk1fk1fl1.tiff,r02c06f01p01-ch8sk1fk1fl1.tiff,r02c06f01p01-ch6sk1fk1fl1.tiff,r02c06f01p01-ch7sk1fk1fl1.tiff,r02c06f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B07,1,1,2,7,C-7210-01-CMP-013,BRD-K06890060-001-09-1,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.6208,5,DMSO,ALDH2,alda-1,831629,NMKJFZCBCIUYHI-UHFFFAOYSA-N,NA,pert,NA,r02c07f01p01-ch3sk1fk1fl1.tiff,r02c07f01p01-ch4sk1fk1fl1.tiff,r02c07f01p01-ch2sk1fk1fl1.tiff,r02c07f01p01-ch1sk1fk1fl1.tiff,r02c07f01p01-ch8sk1fk1fl1.tiff,r02c07f01p01-ch6sk1fk1fl1.tiff,r02c07f01p01-ch7sk1fk1fl1.tiff,r02c07f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B08,1,1,2,8,C-7210-01-CMP-013,BRD-K50398167-236-22-7,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.5957,5,DMSO,KCNQ2,meclofenamic-acid,4037,SBDNJUWAMKYJOX-UHFFFAOYSA-N,NA,pert,NA,r02c08f01p01-ch3sk1fk1fl1.tiff,r02c08f01p01-ch4sk1fk1fl1.tiff,r02c08f01p01-ch2sk1fk1fl1.tiff,r02c08f01p01-ch1sk1fk1fl1.tiff,r02c08f01p01-ch8sk1fk1fl1.tiff,r02c08f01p01-ch6sk1fk1fl1.tiff,r02c08f01p01-ch7sk1fk1fl1.tiff,r02c08f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B09,1,1,2,9,C-7210-01-CMP-013,BRD-K87632963-001-03-0,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.0918,5,DMSO,ABL1,GNF-5,44129660,IIQUYGWWHIHOCF-UHFFFAOYSA-N,NA,pert,NA,r02c09f01p01-ch3sk1fk1fl1.tiff,r02c09f01p01-ch4sk1fk1fl1.tiff,r02c09f01p01-ch2sk1fk1fl1.tiff,r02c09f01p01-ch1sk1fk1fl1.tiff,r02c09f01p01-ch8sk1fk1fl1.tiff,r02c09f01p01-ch6sk1fk1fl1.tiff,r02c09f01p01-ch7sk1fk1fl1.tiff,r02c09f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B10,1,1,2,10,C-7210-01-CMP-013,BRD-K37602296-001-01-6,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,1.1552,5,DMSO,KCNN4,NS-309,11637204,CVOUSAVHMDXCKG-UHFFFAOYSA-N,NA,pert,NA,r02c10f01p01-ch3sk1fk1fl1.tiff,r02c10f01p01-ch4sk1fk1fl1.tiff,r02c10f01p01-ch2sk1fk1fl1.tiff,r02c10f01p01-ch1sk1fk1fl1.tiff,r02c10f01p01-ch8sk1fk1fl1.tiff,r02c10f01p01-ch6sk1fk1fl1.tiff,r02c10f01p01-ch7sk1fk1fl1.tiff,r02c10f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117010,B11,1,1,2,11,C-7210-01-CMP-013,BRD-K09143580-001-01-0,NA,trt,NA,BR00117010,C-7210-01-CMP-013,U2OS,48,Compound,Standard,3,NA,NA,2.1868,5,DMSO,SIRT2,AK-7,1328033,IYAYHZZWYNXHEQ-UHFFFAOYSA-N,NA,pert,NA,r02c11f01p01-ch3sk1fk1fl1.tiff,r02c11f01p01-ch4sk1fk1fl1.tiff,r02c11f01p01-ch2sk1fk1fl1.tiff,r02c11f01p01-ch1sk1fk1fl1.tiff,r02c11f01p01-ch8sk1fk1fl1.tiff,r02c11f01p01-ch6sk1fk1fl1.tiff,r02c11f01p01-ch7sk1fk1fl1.tiff,r02c11f01p01-ch5sk1fk1fl1.tiff
