Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_FieldID,Metadata_Row,Metadata_Col,Metadata_plate_map_name,Metadata_broad_sample,Metadata_genes,Metadata_pert_type,Metadata_control_type,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_experiment_condition,Metadata_replicate_id,Metadata_negcon_control_type,Metadata_target_sequence,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_target,Metadata_pert_iname,Metadata_pubchem_cid,Metadata_InChIKey,Metadata_gene,Metadata_negcon_or_other,Metadata_negcon_control_type_trimmed,FileName_OrigRNA,FileName_OrigER,FileName_OrigAGP,FileName_OrigMito,FileName_OrigBrightfield,FileName_OrigHighZBF,FileName_OrigLowZBF,FileName_OrigDNA
2020_11_04_CPJUMP1,BR00117012,G02,1,1,7,2,C-7210-01-CMP-013,BRD-K80451230-051-02-6,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.658,5,DMSO,CHRM3,zamifenacin,3086618,BDNFQGRSKSQXRI-XMMPIXPASA-N,NA,pert,NA,r07c02f01p01-ch3sk1fk1fl1.tiff,r07c02f01p01-ch4sk1fk1fl1.tiff,r07c02f01p01-ch2sk1fk1fl1.tiff,r07c02f01p01-ch1sk1fk1fl1.tiff,r07c02f01p01-ch8sk1fk1fl1.tiff,r07c02f01p01-ch6sk1fk1fl1.tiff,r07c02f01p01-ch7sk1fk1fl1.tiff,r07c02f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G03,1,1,7,3,C-7210-01-CMP-013,BRD-K60476892-001-16-1,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.5217,5,DMSO,GUCY1B1,YC-1,5712,OQQVFCKUDYMWGV-UHFFFAOYSA-N,NA,pert,NA,r07c03f01p01-ch3sk1fk1fl1.tiff,r07c03f01p01-ch4sk1fk1fl1.tiff,r07c03f01p01-ch2sk1fk1fl1.tiff,r07c03f01p01-ch1sk1fk1fl1.tiff,r07c03f01p01-ch8sk1fk1fl1.tiff,r07c03f01p01-ch6sk1fk1fl1.tiff,r07c03f01p01-ch7sk1fk1fl1.tiff,r07c03f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G04,1,1,7,4,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r07c04f01p01-ch3sk1fk1fl1.tiff,r07c04f01p01-ch4sk1fk1fl1.tiff,r07c04f01p01-ch2sk1fk1fl1.tiff,r07c04f01p01-ch1sk1fk1fl1.tiff,r07c04f01p01-ch8sk1fk1fl1.tiff,r07c04f01p01-ch6sk1fk1fl1.tiff,r07c04f01p01-ch7sk1fk1fl1.tiff,r07c04f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G05,1,1,7,5,C-7210-01-CMP-013,BRD-K24283677-001-01-9,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.6069,5,DMSO,PARP3,ME-0328,71571526,QIHBWVVVRYYYRO-ZDUSSCGKSA-N,NA,pert,NA,r07c05f01p01-ch3sk1fk1fl1.tiff,r07c05f01p01-ch4sk1fk1fl1.tiff,r07c05f01p01-ch2sk1fk1fl1.tiff,r07c05f01p01-ch1sk1fk1fl1.tiff,r07c05f01p01-ch8sk1fk1fl1.tiff,r07c05f01p01-ch6sk1fk1fl1.tiff,r07c05f01p01-ch7sk1fk1fl1.tiff,r07c05f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G06,1,1,7,6,C-7210-01-CMP-013,BRD-K03109492-001-02-2,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.6088,5,DMSO,CDC25A,NSC-663284,379077,BMKPVDQDJQWBPD-UHFFFAOYSA-N,NA,pert,NA,r07c06f01p01-ch3sk1fk1fl1.tiff,r07c06f01p01-ch4sk1fk1fl1.tiff,r07c06f01p01-ch2sk1fk1fl1.tiff,r07c06f01p01-ch1sk1fk1fl1.tiff,r07c06f01p01-ch8sk1fk1fl1.tiff,r07c06f01p01-ch6sk1fk1fl1.tiff,r07c06f01p01-ch7sk1fk1fl1.tiff,r07c06f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G07,1,1,7,7,C-7210-01-CMP-013,BRD-K80666802-003-01-0,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.1287,5,DMSO,S1PR4,CYM-50358,53358422,QWJOPXDAQCDRRM-UHFFFAOYSA-N,NA,pert,NA,r07c07f01p01-ch3sk1fk1fl1.tiff,r07c07f01p01-ch4sk1fk1fl1.tiff,r07c07f01p01-ch2sk1fk1fl1.tiff,r07c07f01p01-ch1sk1fk1fl1.tiff,r07c07f01p01-ch8sk1fk1fl1.tiff,r07c07f01p01-ch6sk1fk1fl1.tiff,r07c07f01p01-ch7sk1fk1fl1.tiff,r07c07f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G08,1,1,7,8,C-7210-01-CMP-013,BRD-K70778732-003-27-5,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.0416,5,DMSO,HTR2C,trazodone,5533,PHLBKPHSAVXXEF-UHFFFAOYSA-N,NA,pert,NA,r07c08f01p01-ch3sk1fk1fl1.tiff,r07c08f01p01-ch4sk1fk1fl1.tiff,r07c08f01p01-ch2sk1fk1fl1.tiff,r07c08f01p01-ch1sk1fk1fl1.tiff,r07c08f01p01-ch8sk1fk1fl1.tiff,r07c08f01p01-ch6sk1fk1fl1.tiff,r07c08f01p01-ch7sk1fk1fl1.tiff,r07c08f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G09,1,1,7,9,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r07c09f01p01-ch3sk1fk1fl1.tiff,r07c09f01p01-ch4sk1fk1fl1.tiff,r07c09f01p01-ch2sk1fk1fl1.tiff,r07c09f01p01-ch1sk1fk1fl1.tiff,r07c09f01p01-ch8sk1fk1fl1.tiff,r07c09f01p01-ch6sk1fk1fl1.tiff,r07c09f01p01-ch7sk1fk1fl1.tiff,r07c09f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G10,1,1,7,10,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r07c10f01p01-ch3sk1fk1fl1.tiff,r07c10f01p01-ch4sk1fk1fl1.tiff,r07c10f01p01-ch2sk1fk1fl1.tiff,r07c10f01p01-ch1sk1fk1fl1.tiff,r07c10f01p01-ch8sk1fk1fl1.tiff,r07c10f01p01-ch6sk1fk1fl1.tiff,r07c10f01p01-ch7sk1fk1fl1.tiff,r07c10f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G11,1,1,7,11,C-7210-01-CMP-013,BRD-K10670311-001-17-1,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.992,5,DMSO,PLA2G1B,sulfasalazine,NA,NCEXYHBECQHGNR-QZQOTICOSA-N,NA,pert,NA,r07c11f01p01-ch3sk1fk1fl1.tiff,r07c11f01p01-ch4sk1fk1fl1.tiff,r07c11f01p01-ch2sk1fk1fl1.tiff,r07c11f01p01-ch1sk1fk1fl1.tiff,r07c11f01p01-ch8sk1fk1fl1.tiff,r07c11f01p01-ch6sk1fk1fl1.tiff,r07c11f01p01-ch7sk1fk1fl1.tiff,r07c11f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G12,1,1,7,12,C-7210-01-CMP-013,BRD-K29791386-001-01-8,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,0.64063,5,DMSO,HBB,"2,5-furandimethanol",74663,DSLRVRBSNLHVBH-UHFFFAOYSA-N,NA,pert,NA,r07c12f01p01-ch3sk1fk1fl1.tiff,r07c12f01p01-ch4sk1fk1fl1.tiff,r07c12f01p01-ch2sk1fk1fl1.tiff,r07c12f01p01-ch1sk1fk1fl1.tiff,r07c12f01p01-ch8sk1fk1fl1.tiff,r07c12f01p01-ch6sk1fk1fl1.tiff,r07c12f01p01-ch7sk1fk1fl1.tiff,r07c12f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G13,1,1,7,13,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r07c13f01p01-ch3sk1fk1fl1.tiff,r07c13f01p01-ch4sk1fk1fl1.tiff,r07c13f01p01-ch2sk1fk1fl1.tiff,r07c13f01p01-ch1sk1fk1fl1.tiff,r07c13f01p01-ch8sk1fk1fl1.tiff,r07c13f01p01-ch6sk1fk1fl1.tiff,r07c13f01p01-ch7sk1fk1fl1.tiff,r07c13f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G14,1,1,7,14,C-7210-01-CMP-013,BRD-K48722258-300-11-0,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,3.388,5,DMSO,SLC29A1,dilazep,3074,QVZCXCJXTMIDME-UHFFFAOYSA-N,NA,pert,NA,r07c14f01p01-ch3sk1fk1fl1.tiff,r07c14f01p01-ch4sk1fk1fl1.tiff,r07c14f01p01-ch2sk1fk1fl1.tiff,r07c14f01p01-ch1sk1fk1fl1.tiff,r07c14f01p01-ch8sk1fk1fl1.tiff,r07c14f01p01-ch6sk1fk1fl1.tiff,r07c14f01p01-ch7sk1fk1fl1.tiff,r07c14f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G15,1,1,7,15,C-7210-01-CMP-013,BRD-A30815329-001-12-1,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.9213,5,DMSO,TNNC1,felodipine,3333,RZTAMFZIAATZDJ-UHFFFAOYSA-N,NA,pert,NA,r07c15f01p01-ch3sk1fk1fl1.tiff,r07c15f01p01-ch4sk1fk1fl1.tiff,r07c15f01p01-ch2sk1fk1fl1.tiff,r07c15f01p01-ch1sk1fk1fl1.tiff,r07c15f01p01-ch8sk1fk1fl1.tiff,r07c15f01p01-ch6sk1fk1fl1.tiff,r07c15f01p01-ch7sk1fk1fl1.tiff,r07c15f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G16,1,1,7,16,C-7210-01-CMP-013,BRD-A99888680-001-05-3,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.1324,5,DMSO,HTR2C,paliperidone,115237,PMXMIIMHBWHSKN-UHFFFAOYSA-N,NA,pert,NA,r07c16f01p01-ch3sk1fk1fl1.tiff,r07c16f01p01-ch4sk1fk1fl1.tiff,r07c16f01p01-ch2sk1fk1fl1.tiff,r07c16f01p01-ch1sk1fk1fl1.tiff,r07c16f01p01-ch8sk1fk1fl1.tiff,r07c16f01p01-ch6sk1fk1fl1.tiff,r07c16f01p01-ch7sk1fk1fl1.tiff,r07c16f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G17,1,1,7,17,C-7210-01-CMP-013,BRD-K50836978-001-03-3,NA,control,poscon_orf,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.9445,5,DMSO,CDK2,purvalanol-a,456214,PMXCMJLOPOFPBT-HNNXBMFYSA-N,NA,pert,NA,r07c17f01p01-ch3sk1fk1fl1.tiff,r07c17f01p01-ch4sk1fk1fl1.tiff,r07c17f01p01-ch2sk1fk1fl1.tiff,r07c17f01p01-ch1sk1fk1fl1.tiff,r07c17f01p01-ch8sk1fk1fl1.tiff,r07c17f01p01-ch6sk1fk1fl1.tiff,r07c17f01p01-ch7sk1fk1fl1.tiff,r07c17f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G18,1,1,7,18,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r07c18f01p01-ch3sk1fk1fl1.tiff,r07c18f01p01-ch4sk1fk1fl1.tiff,r07c18f01p01-ch2sk1fk1fl1.tiff,r07c18f01p01-ch1sk1fk1fl1.tiff,r07c18f01p01-ch8sk1fk1fl1.tiff,r07c18f01p01-ch6sk1fk1fl1.tiff,r07c18f01p01-ch7sk1fk1fl1.tiff,r07c18f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G19,1,1,7,19,C-7210-01-CMP-013,BRD-K77220725-003-01-5,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.7293,5,DMSO,PTGIR,Ro-1138452,9839644,GYYRMJMXXLJZAB-UHFFFAOYSA-N,NA,pert,NA,r07c19f01p01-ch3sk1fk1fl1.tiff,r07c19f01p01-ch4sk1fk1fl1.tiff,r07c19f01p01-ch2sk1fk1fl1.tiff,r07c19f01p01-ch1sk1fk1fl1.tiff,r07c19f01p01-ch8sk1fk1fl1.tiff,r07c19f01p01-ch6sk1fk1fl1.tiff,r07c19f01p01-ch7sk1fk1fl1.tiff,r07c19f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G20,1,1,7,20,C-7210-01-CMP-013,BRD-A89164055-001-03-3,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.181,5,DMSO,AKR1B1,sorbinil,5252,LXANPKRCLVQAOG-UHFFFAOYSA-N,NA,pert,NA,r07c20f01p01-ch3sk1fk1fl1.tiff,r07c20f01p01-ch4sk1fk1fl1.tiff,r07c20f01p01-ch2sk1fk1fl1.tiff,r07c20f01p01-ch1sk1fk1fl1.tiff,r07c20f01p01-ch8sk1fk1fl1.tiff,r07c20f01p01-ch6sk1fk1fl1.tiff,r07c20f01p01-ch7sk1fk1fl1.tiff,r07c20f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G21,1,1,7,21,C-7210-01-CMP-013,BRD-K89517477-001-01-4,NA,control,poscon_cp,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.4916,5,DMSO,DYRK1B,TC-S-7004,57523919,CQKBSRPVZZLCJE-UHFFFAOYSA-N,NA,pert,NA,r07c21f01p01-ch3sk1fk1fl1.tiff,r07c21f01p01-ch4sk1fk1fl1.tiff,r07c21f01p01-ch2sk1fk1fl1.tiff,r07c21f01p01-ch1sk1fk1fl1.tiff,r07c21f01p01-ch8sk1fk1fl1.tiff,r07c21f01p01-ch6sk1fk1fl1.tiff,r07c21f01p01-ch7sk1fk1fl1.tiff,r07c21f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G22,1,1,7,22,C-7210-01-CMP-013,BRD-A24122750-001-03-7,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.2486,5,DMSO,KCTD16,saclofen,122150,JYLNVJYYQQXNEK-UHFFFAOYSA-N,NA,pert,NA,r07c22f01p01-ch3sk1fk1fl1.tiff,r07c22f01p01-ch4sk1fk1fl1.tiff,r07c22f01p01-ch2sk1fk1fl1.tiff,r07c22f01p01-ch1sk1fk1fl1.tiff,r07c22f01p01-ch8sk1fk1fl1.tiff,r07c22f01p01-ch6sk1fk1fl1.tiff,r07c22f01p01-ch7sk1fk1fl1.tiff,r07c22f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G23,1,1,7,23,C-7210-01-CMP-013,BRD-K70463136-001-01-5,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.6276,5,DMSO,HIF1A,BAY-87-2243,67377767,CDJNNOJINJAXPV-UHFFFAOYSA-N,NA,pert,NA,r07c23f01p01-ch3sk1fk1fl1.tiff,r07c23f01p01-ch4sk1fk1fl1.tiff,r07c23f01p01-ch2sk1fk1fl1.tiff,r07c23f01p01-ch1sk1fk1fl1.tiff,r07c23f01p01-ch8sk1fk1fl1.tiff,r07c23f01p01-ch6sk1fk1fl1.tiff,r07c23f01p01-ch7sk1fk1fl1.tiff,r07c23f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,G24,1,1,7,24,C-7210-01-CMP-013,BRD-K16444452-001-09-1,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.1515,5,DMSO,PDE4D,ibudilast,3671,ZJVFLBOZORBYFE-UHFFFAOYSA-N,NA,pert,NA,r07c24f01p01-ch3sk1fk1fl1.tiff,r07c24f01p01-ch4sk1fk1fl1.tiff,r07c24f01p01-ch2sk1fk1fl1.tiff,r07c24f01p01-ch1sk1fk1fl1.tiff,r07c24f01p01-ch8sk1fk1fl1.tiff,r07c24f01p01-ch6sk1fk1fl1.tiff,r07c24f01p01-ch7sk1fk1fl1.tiff,r07c24f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H01,1,1,8,1,C-7210-01-CMP-013,BRD-K05531427-001-01-7,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.3721,5,DMSO,CCND1,briciclib,11248490,LXENKEWVEVKKGV-BQYQJAHWSA-N,NA,pert,NA,r08c01f01p01-ch3sk1fk1fl1.tiff,r08c01f01p01-ch4sk1fk1fl1.tiff,r08c01f01p01-ch2sk1fk1fl1.tiff,r08c01f01p01-ch1sk1fk1fl1.tiff,r08c01f01p01-ch8sk1fk1fl1.tiff,r08c01f01p01-ch6sk1fk1fl1.tiff,r08c01f01p01-ch7sk1fk1fl1.tiff,r08c01f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H02,1,1,8,2,C-7210-01-CMP-013,BRD-K77087341-001-02-4,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.7827,5,DMSO,GPR119,2-Oleoylglycerol,5319879,UPWGQKDVAURUGE-KTKRTIGZSA-N,NA,pert,NA,r08c02f01p01-ch3sk1fk1fl1.tiff,r08c02f01p01-ch4sk1fk1fl1.tiff,r08c02f01p01-ch2sk1fk1fl1.tiff,r08c02f01p01-ch1sk1fk1fl1.tiff,r08c02f01p01-ch8sk1fk1fl1.tiff,r08c02f01p01-ch6sk1fk1fl1.tiff,r08c02f01p01-ch7sk1fk1fl1.tiff,r08c02f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H03,1,1,8,3,C-7210-01-CMP-013,BRD-K61688984-001-02-9,NA,control,poscon_cp,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.812,5,DMSO,HDAC3,RGFP966,56650312,BLVQHYHDYFTPDV-VCABWLAWSA-N,NA,pert,NA,r08c03f01p01-ch3sk1fk1fl1.tiff,r08c03f01p01-ch4sk1fk1fl1.tiff,r08c03f01p01-ch2sk1fk1fl1.tiff,r08c03f01p01-ch1sk1fk1fl1.tiff,r08c03f01p01-ch8sk1fk1fl1.tiff,r08c03f01p01-ch6sk1fk1fl1.tiff,r08c03f01p01-ch7sk1fk1fl1.tiff,r08c03f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H04,1,1,8,4,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r08c04f01p01-ch3sk1fk1fl1.tiff,r08c04f01p01-ch4sk1fk1fl1.tiff,r08c04f01p01-ch2sk1fk1fl1.tiff,r08c04f01p01-ch1sk1fk1fl1.tiff,r08c04f01p01-ch8sk1fk1fl1.tiff,r08c04f01p01-ch6sk1fk1fl1.tiff,r08c04f01p01-ch7sk1fk1fl1.tiff,r08c04f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H05,1,1,8,5,C-7210-01-CMP-013,BRD-K03406345-001-21-1,NA,control,poscon_diverse,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.221,5,DMSO,DNMT3A,azacitidine,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,NA,pert,NA,r08c05f01p01-ch3sk1fk1fl1.tiff,r08c05f01p01-ch4sk1fk1fl1.tiff,r08c05f01p01-ch2sk1fk1fl1.tiff,r08c05f01p01-ch1sk1fk1fl1.tiff,r08c05f01p01-ch8sk1fk1fl1.tiff,r08c05f01p01-ch6sk1fk1fl1.tiff,r08c05f01p01-ch7sk1fk1fl1.tiff,r08c05f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H06,1,1,8,6,C-7210-01-CMP-013,BRD-K60150510-001-15-6,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.6768,5,DMSO,SLC29A1,N6-cyclopentyladenosine,657378,SQMWSBKSHWARHU-SDBHATRESA-N,NA,pert,NA,r08c06f01p01-ch3sk1fk1fl1.tiff,r08c06f01p01-ch4sk1fk1fl1.tiff,r08c06f01p01-ch2sk1fk1fl1.tiff,r08c06f01p01-ch1sk1fk1fl1.tiff,r08c06f01p01-ch8sk1fk1fl1.tiff,r08c06f01p01-ch6sk1fk1fl1.tiff,r08c06f01p01-ch7sk1fk1fl1.tiff,r08c06f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H07,1,1,8,7,C-7210-01-CMP-013,BRD-K16803204-001-01-6,NA,control,poscon_cp,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,2.1275,5,DMSO,JAK1,filgotinib,49831257,RIJLVEAXPNLDTC-UHFFFAOYSA-N,NA,pert,NA,r08c07f01p01-ch3sk1fk1fl1.tiff,r08c07f01p01-ch4sk1fk1fl1.tiff,r08c07f01p01-ch2sk1fk1fl1.tiff,r08c07f01p01-ch1sk1fk1fl1.tiff,r08c07f01p01-ch8sk1fk1fl1.tiff,r08c07f01p01-ch6sk1fk1fl1.tiff,r08c07f01p01-ch7sk1fk1fl1.tiff,r08c07f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H08,1,1,8,8,C-7210-01-CMP-013,BRD-K76037122-001-02-5,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,0.29535,5,DMSO,RNASE1,guanidine,3520,ZRALSGWEFCBTJO-UHFFFAOYSA-N,NA,pert,NA,r08c08f01p01-ch3sk1fk1fl1.tiff,r08c08f01p01-ch4sk1fk1fl1.tiff,r08c08f01p01-ch2sk1fk1fl1.tiff,r08c08f01p01-ch1sk1fk1fl1.tiff,r08c08f01p01-ch8sk1fk1fl1.tiff,r08c08f01p01-ch6sk1fk1fl1.tiff,r08c08f01p01-ch7sk1fk1fl1.tiff,r08c08f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H09,1,1,8,9,C-7210-01-CMP-013,BRD-K23913458-001-20-7,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,0.73071,5,DMSO,CA14,coumarin,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,NA,pert,NA,r08c09f01p01-ch3sk1fk1fl1.tiff,r08c09f01p01-ch4sk1fk1fl1.tiff,r08c09f01p01-ch2sk1fk1fl1.tiff,r08c09f01p01-ch1sk1fk1fl1.tiff,r08c09f01p01-ch8sk1fk1fl1.tiff,r08c09f01p01-ch6sk1fk1fl1.tiff,r08c09f01p01-ch7sk1fk1fl1.tiff,r08c09f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H10,1,1,8,10,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r08c10f01p01-ch3sk1fk1fl1.tiff,r08c10f01p01-ch4sk1fk1fl1.tiff,r08c10f01p01-ch2sk1fk1fl1.tiff,r08c10f01p01-ch1sk1fk1fl1.tiff,r08c10f01p01-ch8sk1fk1fl1.tiff,r08c10f01p01-ch6sk1fk1fl1.tiff,r08c10f01p01-ch7sk1fk1fl1.tiff,r08c10f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H11,1,1,8,11,C-7210-01-CMP-013,BRD-K73789395-001-09-9,NA,control,poscon_orf,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,1.9472,5,DMSO,BRAF,ZM-336372,5730,PYEFPDQFAZNXLI-UHFFFAOYSA-N,NA,pert,NA,r08c11f01p01-ch3sk1fk1fl1.tiff,r08c11f01p01-ch4sk1fk1fl1.tiff,r08c11f01p01-ch2sk1fk1fl1.tiff,r08c11f01p01-ch1sk1fk1fl1.tiff,r08c11f01p01-ch8sk1fk1fl1.tiff,r08c11f01p01-ch6sk1fk1fl1.tiff,r08c11f01p01-ch7sk1fk1fl1.tiff,r08c11f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H12,1,1,8,12,C-7210-01-CMP-013,BRD-K76792669-001-08-1,NA,trt,NA,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,0.96062,5,DMSO,RNASE1,citric-acid,19782904,KRKNYBCHXYNGOX-UHFFFAOYSA-N,NA,pert,NA,r08c12f01p01-ch3sk1fk1fl1.tiff,r08c12f01p01-ch4sk1fk1fl1.tiff,r08c12f01p01-ch2sk1fk1fl1.tiff,r08c12f01p01-ch1sk1fk1fl1.tiff,r08c12f01p01-ch8sk1fk1fl1.tiff,r08c12f01p01-ch6sk1fk1fl1.tiff,r08c12f01p01-ch7sk1fk1fl1.tiff,r08c12f01p01-ch5sk1fk1fl1.tiff
2020_11_04_CPJUMP1,BR00117012,H13,1,1,8,13,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00117012,C-7210-01-CMP-013,U2OS,48,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r08c13f01p01-ch3sk1fk1fl1.tiff,r08c13f01p01-ch4sk1fk1fl1.tiff,r08c13f01p01-ch2sk1fk1fl1.tiff,r08c13f01p01-ch1sk1fk1fl1.tiff,r08c13f01p01-ch8sk1fk1fl1.tiff,r08c13f01p01-ch6sk1fk1fl1.tiff,r08c13f01p01-ch7sk1fk1fl1.tiff,r08c13f01p01-ch5sk1fk1fl1.tiff
